"X","x","y","df.ahy","df.hy","abun","rel.abun","ahy_wing","sy_wing","asy_wing"
106,-117.8334,60.8332,-152.898493041992,-152.898493041992,4.33754920959473,0.0596611798538261,NA,NA,NA
107,-117.5001,60.8332,-156.565493621826,-156.565493621826,3.74771094322205,0.0515482005666084,NA,NA,NA
108,-117.1667,60.8332,-156.565493621826,-156.565493621826,2.22766494750977,0.0306406020232475,NA,NA,NA
109,-116.8334,60.8332,-156.442003479004,-156.442003479004,2.12049794197083,0.0291665645696294,NA,NA,NA
110,-116.5001,60.8332,-155.985993041992,-155.985993041992,2.05450797080994,0.028258900045785,NA,NA,NA
111,-116.1667,60.8332,-155.691495361328,-155.691495361328,2.05450797080994,0.028258900045785,NA,NA,NA
112,-115.8334,60.8332,-155.615493621826,-155.615493621826,2.01655197143555,0.027736831108746,NA,NA,NA
113,-113.1667,60.8332,-155.748493041992,-155.748493041992,1.82417798042297,0.0250908071163008,NA,NA,NA
114,-112.8334,60.8332,-155.76749710083,-155.76749710083,1.83366894721985,0.0252213514051823,NA,NA,NA
115,-135.8334,60.4999,-167.528501739502,-167.528501739502,0.025603000074625,0.000352158585053252,NA,NA,NA
116,-135.5,60.4999,-169.760993041992,-169.760993041992,0.023519000038505,0.000323494033952525,NA,NA,NA
117,-135.1667,60.4999,-166.711501159668,-166.711501159668,0.219980001449585,0.00302573314942399,NA,NA,NA
118,-134.8334,60.4999,-165.428995361328,-165.428995361328,0.230124995112419,0.00316527330500205,NA,NA,NA
119,-134.5,60.4999,-169.609004058838,-169.609004058838,0.230124995112419,0.00316527330500205,NA,NA,NA
120,-134.1667,60.4999,-165.049001159668,-165.049001159668,0.351994007825851,0.00484153073397162,NA,NA,NA
121,-133.8334,60.4999,-165.856506958008,-165.856506958008,0.34638699889183,0.00476440866519724,NA,NA,NA
122,-133.5,60.4999,-164.877993621826,-164.877993621826,0.325527012348175,0.00447748825258809,NA,NA,NA
123,-133.1667,60.4999,-165.704503479004,-165.704503479004,0.421526998281479,0.00579792801015035,NA,NA,NA
124,-132.8334,60.4999,-164.678501739502,-164.678501739502,0.307267993688583,0.00422634306816121,NA,NA,NA
125,-132.5,60.4999,-165.894500579834,-165.894500579834,0.274782001972198,0.0037795118044988,NA,NA,NA
126,-131.5,60.4999,-167.54750579834,-167.54750579834,0.086690001189709,0.00119238480132214,NA,NA,NA
127,-131.1667,60.4999,-168.003501739502,-168.003501739502,0.083522997796535,0.00114882399084883,NA,NA,NA
128,-130.8334,60.4999,-167.83249420166,-167.83249420166,0.063051000237465,0.000867240204862713,NA,NA,NA
129,-130.5,60.4999,-166.151004638672,-166.151004638672,0.081905998289585,0.00112658283720513,NA,NA,NA
130,-130.1667,60.4999,-162.75000289917,-162.75000289917,0.063552998006344,0.000874144974751908,NA,NA,NA
131,-129.8334,60.4999,-165.210499420166,-165.210499420166,0.054650999605656,0.000751701700456112,NA,NA,NA
132,-129.5001,60.4999,-161.106506958008,-161.106506958008,0.048503998667002,0.000667152266930044,NA,NA,NA
133,-129.1667,60.4999,-161.362996520996,-161.362996520996,0.04075900092721,0.000560623054051241,NA,NA,NA
134,-128.8334,60.4999,-162.13249420166,-162.13249420166,0.04075900092721,0.000560623054051241,NA,NA,NA
135,-128.5001,60.4999,-162.521997680664,-162.521997680664,1.04675602912903,0.0143976924985201,NA,NA,NA
136,-125.1667,60.4999,-159.957000579834,-159.957000579834,6.25092792510986,0.0859789058688579,NA,NA,NA
137,-124.8334,60.4999,-160.336994781494,-160.336994781494,7.51074409484863,0.103307151717754,NA,NA,NA
138,-124.5001,60.4999,-161.210993041992,-161.210993041992,9.77538013458252,0.134456275691069,NA,NA,NA
139,-124.1667,60.4999,-158.057000579834,-158.057000579834,9.77538013458252,0.134456275691069,NA,NA,NA
140,-123.8334,60.4999,-157.306506958008,-157.306506958008,15.052770614624,0.207044580140079,NA,NA,NA
141,-123.5001,60.4999,-156.831506958008,-156.831506958008,21.3550472259521,0.293729765766397,NA,NA,NA
142,-123.1667,60.4999,-153.002993621826,-153.002993621826,15.8692979812622,0.218275573432054,NA,NA,NA
143,-122.8334,60.4999,-154.067003479004,-154.067003479004,12.7931966781616,0.175965083285472,NA,NA,NA
144,-122.5001,60.4999,-154.712996520996,-154.712996520996,12.1615886688232,0.167277578609122,NA,NA,NA
145,-122.1667,60.4999,-155.235499420166,-155.235499420166,11.1566171646118,0.153454614819316,NA,NA,NA
146,-121.8334,60.4999,-155.416001739502,-155.416001739502,10.0173673629761,0.137784709066206,NA,NA,NA
147,-121.5001,60.4999,-154.665493621826,-154.665493621826,9.27560710906982,0.127582106218767,NA,NA,NA
148,-120.1667,60.4999,-155.416001739502,-155.416001739502,7.74497079849243,0.106528842312468,NA,NA,NA
149,-114.5001,60.4999,-155.453995361328,-155.453995361328,1.81582605838776,0.024975929912933,NA,NA,NA
150,-114.1667,60.4999,-155.15000289917,-155.15000289917,1.87533295154572,0.0257944224034358,NA,NA,NA
151,-113.8334,60.4999,-154.950496520996,-154.950496520996,1.92783999443054,0.0265166348736055,NA,NA,NA
152,-113.5001,60.4999,-154.798493041992,-154.798493041992,1.96323299407959,0.027003450818646,NA,NA,NA
153,-113.1667,60.4999,-154.732000579834,-154.732000579834,1.97588396072388,0.0271774595871505,NA,NA,NA
154,-112.8334,60.4999,-154.618005218506,-154.618005218506,1.97588396072388,0.0271774595871505,NA,NA,NA
155,-112.5001,60.4999,-154.608495941162,-154.608495941162,2.097580909729,0.0288513503515933,NA,NA,NA
156,-112.1667,60.4999,-154.741495361328,-154.741495361328,2.08073496818542,0.0286196414533945,NA,NA,NA
157,-111.8334,60.4999,-154.827006378174,-154.827006378174,2.07106208801269,0.0284865950219181,NA,NA,NA
158,-111.5001,60.4999,-155.377993621826,-155.377993621826,2.05717706680298,0.0282956123476848,NA,NA,NA
159,-111.1667,60.4999,-152.271504058838,-152.271504058838,2.14004993438721,0.0294354940686825,NA,NA,NA
160,-110.8334,60.4999,-152.2525,-152.2525,2.14004993438721,0.0294354940686825,NA,NA,NA
161,-110.5001,60.4999,-152.404503479004,-152.404503479004,2.11537599563599,0.0290961143345499,NA,NA,NA
162,-136.5,60.1665,-166.540493621826,-166.540493621826,0.335898011922836,0.00462013702519894,NA,NA,NA
163,-136.1667,60.1665,-166.853995361328,-166.853995361328,0.329594999551773,0.00453344171950441,NA,NA,NA
164,-135.8334,60.1665,-166.949001159668,-166.949001159668,0.320582002401352,0.00440947170371209,NA,NA,NA
165,-135.5,60.1665,-169.181506958008,-169.181506958008,0.469963014125824,0.00646414520171557,NA,NA,NA
166,-135.1667,60.1665,-165.88500579834,-165.88500579834,0.477665990591049,0.006570096429493,NA,NA,NA
167,-134.8334,60.1665,-165.229503479004,-165.229503479004,0.531268000602722,0.00730736971569784,NA,NA,NA
168,-134.5,60.1665,-163.909004058838,-163.909004058838,0.531268000602722,0.00730736971569784,NA,NA,NA
169,-134.1667,60.1665,-164.288998260498,-164.288998260498,0.512440025806427,0.00704839877696581,NA,NA,NA
170,-133.8334,60.1665,-168.8775,-168.8775,0.592778027057648,0.00815341446903996,NA,NA,NA
171,-133.5,60.1665,-164.79249710083,-164.79249710083,0.488622009754181,0.00672079190248679,NA,NA,NA
172,-133.1667,60.1665,-163.823493041992,-163.823493041992,0.401221007108688,0.00551862757275351,NA,NA,NA
173,-132.8334,60.1665,-167.414506378174,-167.414506378174,0.328909009695053,0.00452400621520416,NA,NA,NA
174,-132.5,60.1665,-167.35749420166,-167.35749420166,0.17756399512291,0.00244231867736704,NA,NA,NA
175,-132.1667,60.1665,-163.918498840332,-163.918498840332,0.250806003808975,0.00344973195198972,NA,NA,NA
176,-131.8334,60.1665,-164.896997680664,-164.896997680664,0.231603994965553,0.00318561633097771,NA,NA,NA
177,-131.5,60.1665,-167.044006958008,-167.044006958008,0.231603994965553,0.00318561633097771,NA,NA,NA
178,-131.1667,60.1665,-165.115493621826,-165.115493621826,0.077771998941898,0.0010697214007856,NA,NA,NA
179,-130.8334,60.1665,-165.666495361328,-165.666495361328,0.082676999270916,0.00113718763405975,NA,NA,NA
180,-130.5,60.1665,-164.621504058838,-164.621504058838,0.087760001420975,0.00120710220812412,NA,NA,NA
181,-130.1667,60.1665,-162.474494781494,-162.474494781494,0.087411999702454,0.00120231558966405,NA,NA,NA
182,-129.8334,60.1665,-165.001498260498,-165.001498260498,0.087251000106335,0.0012001011073847,NA,NA,NA
183,-129.5001,60.1665,-163.93750289917,-163.93750289917,0.07583399862051,0.00104306501485335,NA,NA,NA
184,-129.1667,60.1665,-163.27250579834,-163.27250579834,0.895187020301819,0.0123129240131497,NA,NA,NA
185,-128.8334,60.1665,-159.292003479004,-159.292003479004,1.01716995239258,0.0139907483556299,NA,NA,NA
186,-128.5001,60.1665,-158.778995361328,-158.778995361328,1.01716995239258,0.0139907483556299,NA,NA,NA
187,-124.8334,60.1665,-157.078501739502,-157.078501739502,6.28263902664185,0.0864150788412997,NA,NA,NA
188,-124.5001,60.1665,-156.660499420166,-156.660499420166,7.69135904312134,0.10579143498291,NA,NA,NA
189,-124.1667,60.1665,-154.551498260498,-154.551498260498,9.5851411819458,0.131839618260795,NA,NA,NA
190,-123.8334,60.1665,-159.177993621826,-159.177993621826,13.5619020462036,0.186538304936977,NA,NA,NA
191,-123.5001,60.1665,-158.655505218506,-158.655505218506,10.7973785400391,0.148513437404276,NA,NA,NA
192,-123.1667,60.1665,-158.969006958008,-158.969006958008,11.9002885818481,0.163683504921068,NA,NA,NA
193,-122.8334,60.1665,-159.196997680664,-159.196997680664,12.3754644393921,0.170219350609324,NA,NA,NA
194,-122.5001,60.1665,-152.271504058838,-152.271504058838,11.3167638778687,0.155657366050698,NA,NA,NA
195,-122.1667,60.1665,-152.670502319336,-152.670502319336,9.13338088989258,0.125625843907438,NA,NA,NA
196,-121.8334,60.1665,-153.06000579834,-153.06000579834,9.13338088989258,0.125625843907438,NA,NA,NA
197,-114.8334,60.1665,-154.427993621826,-154.427993621826,1.87434995174408,0.0257809016512488,NA,NA,NA
198,-114.5001,60.1665,-154.418498840332,-154.418498840332,1.94301402568817,0.026725347343303,NA,NA,NA
199,-114.1667,60.1665,-154.475496520996,-154.475496520996,2.13664889335632,0.0293887141681375,NA,NA,NA
200,-113.8334,60.1665,-154.323493041992,-154.323493041992,2.13664889335632,0.0293887141681375,NA,NA,NA
201,-113.5001,60.1665,-154.143005218506,-154.143005218506,2.22229099273682,0.0305666855172341,NA,NA,NA
202,-113.1667,60.1665,-153.96250289917,-153.96250289917,2.30504298210144,0.0317049046087485,NA,NA,NA
203,-112.8334,60.1665,-153.848493041992,-153.848493041992,2.25906896591186,0.0310725511953459,NA,NA,NA
204,-112.5001,60.1665,-153.544500579834,-153.544500579834,2.18915009498596,0.0301108462942789,NA,NA,NA
205,-112.1667,60.1665,-153.516001739502,-153.516001739502,2.16302704811096,0.0297515346824379,NA,NA,NA
206,-111.8334,60.1665,-153.592003479004,-153.592003479004,2.26260304450989,0.0311211609721267,NA,NA,NA
207,-111.5001,60.1665,-153.905505218506,-153.905505218506,2.26260304450989,0.0311211609721267,NA,NA,NA
208,-111.1667,60.1665,-154.29499420166,-154.29499420166,2.43597793579102,0.0335058602737464,NA,NA,NA
209,-110.8334,60.1665,-154.399494781494,-154.399494781494,2.42642402648926,0.0333744502369684,NA,NA,NA
210,-110.5001,60.1665,-154.446997680664,-154.446997680664,2.40590596199036,0.033092232819443,NA,NA,NA
211,-110.1667,60.1665,-154.655998840332,-154.655998840332,2.3815610408783,0.0327573785856784,NA,NA,NA
212,-136.8334,59.8332,-165.74249710083,-165.74249710083,0.387703001499176,0.00533269304499065,NA,NA,NA
213,-136.5,59.8332,-166.236501159668,-166.236501159668,0.404960989952087,0.00557006947653104,NA,NA,NA
214,-136.1667,59.8332,-166.92999710083,-166.92999710083,0.584841012954712,0.00804424415119085,NA,NA,NA
215,-135.8334,59.8332,-166.863504638672,-166.863504638672,0.751569986343384,0.0103375316247213,NA,NA,NA
216,-135.5,59.8332,-166.350496520996,-166.350496520996,0.751569986343384,0.0103375316247213,NA,NA,NA
217,-135.1667,59.8332,-165.438504638672,-165.438504638672,0.910211980342865,0.0125195860704521,NA,NA,NA
218,-134.8334,59.8332,-165.903995361328,-165.903995361328,0.612375974655151,0.00842297606243793,NA,NA,NA
219,-134.5,59.8332,-164.992003479004,-164.992003479004,0.599142014980316,0.00824094846800923,NA,NA,NA
220,-134.1667,59.8332,-168.145995941162,-168.145995941162,0.62744802236557,0.00863028579098871,NA,NA,NA
221,-133.8334,59.8332,-167.604503479004,-167.604503479004,0.365368008613586,0.00502548453548637,NA,NA,NA
222,-133.5,59.8332,-165.039506378174,-165.039506378174,0.463265001773834,0.00637201683606817,NA,NA,NA
223,-133.1667,59.8332,-165.010993041992,-165.010993041992,0.446395009756088,0.00613997713363044,NA,NA,NA
224,-132.8334,59.8332,-162.674001159668,-162.674001159668,0.446395009756088,0.00613997713363044,NA,NA,NA
225,-132.5,59.8332,-162.379503479004,-162.379503479004,0.408463001251221,0.00561823818099336,NA,NA,NA
226,-131.5,59.8332,-164.089506378174,-164.089506378174,0.211060002446175,0.00290304228434719,NA,NA,NA
227,-131.1667,59.8332,-164.611994781494,-164.611994781494,0.211060002446175,0.00290304228434719,NA,NA,NA
228,-130.8334,59.8332,-165.229503479004,-165.229503479004,0.22893899679184,0.00314896039287324,NA,NA,NA
229,-130.5,59.8332,-165.381506958008,-165.381506958008,0.229469999670982,0.00315626411595385,NA,NA,NA
230,-130.1667,59.8332,-163.110993041992,-163.110993041992,0.079429998993874,0.00109252649982166,NA,NA,NA
231,-129.8334,59.8332,-161.020995941162,-161.020995941162,0.079429998993874,0.00109252649982166,NA,NA,NA
232,-129.5001,59.8332,-160.023493041992,-160.023493041992,0.072751998901367,0.00100067339445478,NA,NA,NA
233,-129.1667,59.8332,-162.7025,-162.7025,0.071800000965595,0.000987579059999527,NA,NA,NA
234,-128.8334,59.8332,-162.160993041992,-162.160993041992,0.96984201669693,0.0133397723442449,NA,NA,NA
235,-124.8334,59.8332,-154.095502319336,-154.095502319336,5.8465371131897,0.0804166789532907,NA,NA,NA
236,-124.5001,59.8332,-158.987996520996,-158.987996520996,5.8465371131897,0.0804166789532907,NA,NA,NA
237,-124.1667,59.8332,-158.551004638672,-158.551004638672,5.87642097473145,0.0808277190019489,NA,NA,NA
238,-123.8334,59.8332,-157.943005218506,-157.943005218506,7.14428615570068,0.098266675642461,NA,NA,NA
239,-123.5001,59.8332,-158.845502319336,-158.845502319336,8.53639316558838,0.117414526808959,NA,NA,NA
240,-123.1667,59.8332,-158.85499710083,-158.85499710083,9.79915618896484,0.134783305400284,NA,NA,NA
241,-122.8334,59.8332,-158.959497680664,-158.959497680664,8.32598876953125,0.11452050211699,NA,NA,NA
242,-122.5001,59.8332,-159.016495361328,-159.016495361328,8.67155456542969,0.1192736154776,NA,NA,NA
243,-122.1667,59.8332,-158.684004058838,-158.684004058838,8.13570594787598,0.111903241286667,NA,NA,NA
244,-114.8334,59.8332,-153.915,-153.915,2.08013105392456,0.0286113348646752,NA,NA,NA
245,-114.5001,59.8332,-153.639506378174,-153.639506378174,2.08013105392456,0.0286113348646752,NA,NA,NA
246,-114.1667,59.8332,-153.544500579834,-153.544500579834,2.15961003303528,0.0297045350655707,NA,NA,NA
247,-113.8334,59.8332,-153.48750289917,-153.48750289917,2.2390820980072,0.0307976401653715,NA,NA,NA
248,-113.5001,59.8332,-153.307000579834,-153.307000579834,2.40544700622559,0.0330859200743639,NA,NA,NA
249,-113.1667,59.8332,-153.174001159668,-153.174001159668,2.43276810646057,0.0334617104103719,NA,NA,NA
250,-112.8334,59.8332,-153.01250289917,-153.01250289917,2.461266040802,0.0338536876085662,NA,NA,NA
251,-112.5001,59.8332,-152.832000579834,-152.832000579834,2.25870108604431,0.0310674911612385,NA,NA,NA
252,-112.1667,59.8332,-152.594500579834,-152.594500579834,2.25870108604431,0.0310674911612385,NA,NA,NA
253,-111.8334,59.8332,-152.546997680664,-152.546997680664,1.77083098888397,0.0243570415027998,NA,NA,NA
254,-111.5001,59.8332,-152.689506378174,-152.689506378174,2.64963102340698,0.0364445693628294,NA,NA,NA
255,-111.1667,59.8332,-153.01250289917,-153.01250289917,2.56888508796692,0.0353339427061684,NA,NA,NA
